,Unnamed: 0,Week,ClientName,empty,numbers,short_number,Total,source_file,alphanumeric,signs
0,31,2024-16,Etelix Net,23656.0,,,23656,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
1,17,2024-16,Belgacom,10800.0,3.0,1.0,10804,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
2,6,2024-16,AIRTEL Silver Trunk,4255.0,,,4255,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
3,33,2024-16,Flow Jamaica Columbus Networks,324.0,3402.0,52.0,3778,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
4,13,2024-16,Ariatel,1109.0,2006.0,10.0,3125,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
5,73,2024-16,Peerless Network CUSTOMER,2453.0,,6.0,2459,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
6,43,2024-16,Ibasis Global Inc,1735.0,,12.0,1747,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
7,49,2024-16,Impact Telecom,1566.0,,,1566,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
8,9,2024-16,AT&T Corp,1360.0,95.0,1.0,1456,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
9,28,2024-16,Deutsche Telecom,1127.0,,,1127,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
10,36,2024-16,GmTelecom,912.0,,40.0,952,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
11,89,2024-16,Telin Neutrafix,861.0,,,861,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
12,88,2024-16,Tata Communications Inc.,668.0,,,668,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
13,20,2024-16,Cable Bahamas,604.0,19.0,4.0,627,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
14,30,2024-16,Digicel,618.0,5.0,,623,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
15,29,2024-16,Dial Tel PTE. LTD PREM,569.0,,,569,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
16,10,2024-16,Alcasagar,520.0,1.0,,521,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
17,56,2024-16,Liberty Communications of Puerto Rico,82.0,284.0,49.0,415,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
18,40,2024-16,IDT,382.0,,1.0,383,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
19,37,2024-16,GmTelecom LLA,362.0,,,362,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
20,26,2024-16,Computer Tel Inc,310.0,,,310,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
21,87,2024-16,Tata Communications Inc LLA,280.0,3.0,,283,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
22,53,2024-16,Latinatel,251.0,,,251,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
23,65,2024-16,Orange FRANCE,202.0,3.0,,205,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
24,52,2024-16,Last Mile Corp,179.0,,,179,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
25,71,2024-16,PCCW Global UK Limited ,147.0,,1.0,148,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
26,4,2024-16,ADC s.r.l.,146.0,,,146,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
27,50,2024-16,Ipbtel,132.0,,,132,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
28,34,2024-16,Flow Jamaica Columbus Networks DID,124.0,,,124,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
29,97,2024-16,Verizon,106.0,16.0,,122,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
30,82,2024-16,T-Mobile,91.0,29.0,,120,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
31,75,2024-16,Qxtel Limited,99.0,,19.0,118,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
32,80,2024-16,Sinch,105.0,,1.0,106,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
33,64,2024-16,ODD Holding Ltd,99.0,,,99,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
34,41,2024-16,IDT LLA,95.0,,1.0,96,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
35,55,2024-16,Ld Telecom Nexogy,82.0,,,82,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
36,93,2024-16,Twilio,66.0,,15.0,81,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
37,69,2024-16,Orbitel - UNE,55.0,1.0,,56,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
38,67,2024-16,Orange Telecom,54.0,,,54,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
39,32,2024-16,Etisalat,6.0,30.0,12.0,48,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
40,15,2024-16,BTS,46.0,,,46,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
41,3,2024-16,A - Z Identidad Telecom,,,41.0,41,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
42,84,2024-16,TIWS,39.0,1.0,,40,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
43,46,2024-16,Identidad Promo JM CLIENTE,20.0,14.0,6.0,40,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
44,54,2024-16,Latino Communications,40.0,,,40,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
45,78,2024-16,RSCom,35.0,1.0,,36,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
46,58,2024-16,Mada,30.0,1.0,2.0,33,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
47,18,2024-16,Bezeq International,32.0,,,32,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
48,79,2024-16,Raza Telecom,31.0,,,31,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
49,59,2024-16,Modulus,31.0,,,31,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
50,77,2024-16,Qxtel Limited LLA_DID CUSTOMER,29.0,,,29,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
51,103,2024-16,Zoomtel LLC Gold,13.0,,15.0,28,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
52,76,2024-16,Qxtel Limited LLA,8.0,15.0,,23,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
53,101,2024-16,VoxCarrier Limited,19.0,,,19,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
54,72,2024-16,PLDT,17.0,,,17,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
55,63,2024-16,Nobel Globe,17.0,,,17,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
56,47,2024-16,Identidad Promo JM HT CLIENTE,10.0,3.0,3.0,16,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
57,38,2024-16,Graycom Special,9.0,3.0,3.0,15,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
58,39,2024-16,Group of Goldline,14.0,,,14,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
59,99,2024-16,Vodafone Ltd,13.0,1.0,,14,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
60,92,2024-16,Turk Telekom International,7.0,3.0,3.0,13,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
61,1,2024-16,10Tel LLC CUSTOMER,12.0,,,12,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
62,81,2024-16,Sipstatus Corporation,12.0,,,12,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
63,102,2024-16,Zaheen Telecom,10.0,,,10,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
64,5,2024-16,AIRTEL Bronze Trunk,10.0,,,10,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
65,96,2024-16,Verge Communications,10.0,,,10,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
66,11,2024-16,Apelby,9.0,,,9,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
67,25,2024-16,CommPeak,9.0,,,9,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
68,22,2024-16,China Mobile International Ltd.,9.0,,,9,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
69,27,2024-16,Computer Tel Inc USA,9.0,,,9,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
70,70,2024-16,Oteglobe,5.0,,4.0,9,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
71,7,2024-16,AMAZON DIDs CUSTOMER,9.0,,,9,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
72,90,2024-16,Telmex USA,7.0,1.0,,8,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
73,16,2024-16,BTS LLA,8.0,,,8,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
74,48,2024-16,Identidad Promo JM SG CLIENTE ,7.0,,,7,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
75,19,2024-16,CJC Global Connections Limited,7.0,,,7,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
76,45,2024-16,Identidad Promo Airtel Customer,7.0,,,7,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
77,57,2024-16,Look International Inc (Sinpin),6.0,,,6,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
78,95,2024-16,VR Telecom S.L,,,6.0,6,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
79,2,2024-16,382 Communications,6.0,,,6,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
80,24,2024-16,Codetel,5.0,,,5,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
81,21,2024-16,Cable Onda SA,5.0,,,5,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
82,35,2024-16,Flow Jamaica Columbus Networks DID AMAZON,5.0,,,5,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
83,104,2024-16,Zoomtel Platinum,2.0,,2.0,4,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
84,23,2024-16,Cima Telecom,3.0,,1.0,4,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
85,86,2024-16,TRIAR,3.0,,,3,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
86,12,2024-16,Arelion U.S. Inc.,3.0,,,3,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
87,85,2024-16,TNZI,3.0,,,3,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
88,83,2024-16,TELECOM ITALIA USD,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
89,42,2024-16,IPBtel DID (C3NTRO) Customer,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
90,100,2024-16,Voiptel Lp,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
91,14,2024-16,Atheeb,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
92,74,2024-16,Phonetic Limited USD,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
93,61,2024-16,Netconnect,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
94,94,2024-16,Unlimited Recharge,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
95,68,2024-16,Orange Telecom USD - 10Tel,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
96,66,2024-16,Orange Romania,2.0,,,2,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
97,0,2024-16,10Tel LLC - ORG EUR,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
98,62,2024-16,Network Ip,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
99,91,2024-16,Trilogy Dominicana S.A.,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
100,60,2024-16,NGN Corp CLI,,1.0,,1,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
101,98,2024-16,Verscom,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
102,51,2024-16,Lanck Telecom,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
103,44,2024-16,Identidad Penetration Test CUSTOMER,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
104,8,2024-16,ASIAAT,1.0,,,1,Customer_by_SrcNumberRoute_pt2024-04-22 00:00:00to2024-04-22 00:00:00.xlsx,,
105,70,2024-13,Raza Telecom,41951.0,,199.0,42150,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
106,14,2024-13,Belgacom,8959.0,10.0,3.0,8972,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
107,65,2024-13,Peerless Network CUSTOMER,7145.0,,1.0,7146,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
108,11,2024-13,Ariatel,762.0,1423.0,,2185,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
109,29,2024-13,Flow Jamaica Columbus Networks,202.0,1866.0,26.0,2094,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
110,84,2024-13,Twilio,74.0,1779.0,3.0,1856,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
111,27,2024-13,Etelix Net,1216.0,1.0,,1217,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
112,7,2024-13,AT&T Corp,1159.0,20.0,1.0,1180,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
113,28,2024-13,Etisalat,,760.0,59.0,819,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
114,79,2024-13,Tata Communications Inc.,624.0,10.0,2.0,636,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
115,51,2024-13,Liberty Communications of Puerto Rico,100.0,471.0,14.0,585,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
116,17,2024-13,Cable Bahamas,475.0,8.0,,483,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
117,24,2024-13,Deutsche Telecom,429.0,,,429,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
118,32,2024-13,GmTelecom LLA,348.0,,,348,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
119,58,2024-13,Orange FRANCE,279.0,21.0,2.0,302,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
120,26,2024-13,Digicel,265.0,1.0,,266,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
121,78,2024-13,Tata Communications Inc LLA,225.0,2.0,,227,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
122,44,2024-13,Ipbtel,198.0,,,198,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
123,46,2024-13,Last Mile Corp,173.0,2.0,,175,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
124,63,2024-13,PCCW Global UK Limited ,154.0,3.0,,157,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
125,39,2024-13,Ibasis Global Inc,151.0,,5.0,156,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
126,73,2024-13,T-Mobile,125.0,27.0,,152,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
127,43,2024-13,Impact Telecom,144.0,,1.0,145,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
128,37,2024-13,IDT LLA,136.0,,1.0,137,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
129,45,2024-13,Lanck Telecom,,126.0,,126,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
130,12,2024-13,BTS,114.0,6.0,,120,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
131,13,2024-13,BTS LLA,119.0,,,119,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
132,48,2024-13,Latinatel,109.0,,,109,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
133,6,2024-13,ASIAAT,35.0,,64.0,99,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
134,50,2024-13,Ld Telecom Nexogy,72.0,,,72,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
135,57,2024-13,ODD Holding Ltd,68.0,,,68,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
136,88,2024-13,Verizon,60.0,4.0,,64,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
137,25,2024-13,Dial Tel PTE. LTD PREM,62.0,,,62,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
138,2,2024-13,ADC s.r.l.,57.0,,,57,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
139,71,2024-13,Sinch,57.0,,,57,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
140,3,2024-13,AIRTEL Silver Trunk,57.0,,,57,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
141,15,2024-13,Bezeq International,56.0,,,56,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
142,56,2024-13,Nobel Globe,55.0,,,55,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
143,74,2024-13,TIWS,48.0,1.0,,49,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
144,30,2024-13,Flow Jamaica Columbus Networks DID,41.0,,,41,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
145,64,2024-13,PLDT,41.0,,,41,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
146,69,2024-13,RSCom,40.0,,,40,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
147,61,2024-13,Orbitel - UNE,33.0,,,33,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
148,68,2024-13,Qxtel Limited LLA,15.0,15.0,,30,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
149,93,2024-13,Zoomtel Platinum,25.0,,4.0,29,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
150,60,2024-13,Orange Telecom,28.0,,,28,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
151,49,2024-13,Latino Communications,25.0,3.0,,28,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
152,81,2024-13,Telmex USA,27.0,1.0,,28,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
153,40,2024-13,Identidad Promo JM CLIENTE,24.0,,1.0,25,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
154,54,2024-13,NGN Sweden Communications AB (DBA Datora),25.0,,,25,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
155,1,2024-13,A - Z Identidad Telecom,,19.0,4.0,23,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
156,80,2024-13,Telin Neutrafix,20.0,3.0,,23,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
157,52,2024-13,Look International Inc (Sinpin),22.0,,,22,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
158,92,2024-13,Zoomtel LLC Gold,10.0,,11.0,21,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
159,38,2024-13,IPBtel DID (C3NTRO) Customer,15.0,,,15,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
160,41,2024-13,Identidad Promo JM HT CLIENTE,7.0,3.0,3.0,13,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
161,33,2024-13,Graycom Special,7.0,3.0,3.0,13,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
162,72,2024-13,Sipstatus Corporation,12.0,,,12,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
163,66,2024-13,Quickom Telecom,12.0,,,12,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
164,83,2024-13,Turk Telekom International,10.0,2.0,,12,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
165,8,2024-13,Alcasagar,12.0,,,12,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
166,4,2024-13,AMAZON DIDs CUSTOMER,12.0,,,12,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
167,75,2024-13,TNZI,11.0,,,11,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
168,20,2024-13,China Mobile International Ltd.,9.0,,,9,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
169,36,2024-13,IDT,8.0,,1.0,9,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
170,31,2024-13,GmTelecom,2.0,7.0,,9,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
171,5,2024-13,ASCADE-ASSURE,9.0,,,9,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
172,87,2024-13,Verge Communications,9.0,,,9,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
173,82,2024-13,Trilogy Dominicana S.A.,9.0,,,9,Customer_by_SrcNumberRoute_pt2024-04-01 00:00:00to2024-04-01 00:00:00.xlsx,,
